41.40556,2.17262
41.41291,2.22063
41.40566,2.17015
41.37978,2.17623
41.3817,2.1773
41.38043,2.19094
41.39631,2.16832
41.40568,2.16943
41.38866,2.17839
41.37254,2.16539
41.4057,2.17016
41.3897,2.16396
41.3806,2.17796
41.41841,2.13307
41.39705,2.17469
41.39909,2.20733
41.38551,2.16665
41.40554,2.17017
41.37315,2.1665
41.37325,2.16049
41.40399,2.17802
41.40682,2.18649
41.37371,2.16706
41.37861,2.16737
41.38496,2.17982
41.40913,2.16503
41.42864,2.09159
41.40271,2.16646
41.40653,2.1746
41.40647,2.17457
41.40653,2.1746
41.37155,2.13664
41.40779,2.21146
41.39787,2.20429
41.38832,2.12201
41.40653,2.1746
41.38062,2.17465
41.42337,2.1749
41.38615,2.17636
41.39202,2.15101
41.4064,2.17449
41.38663,2.18257
41.40671,2.18592
41.40681,2.18553
41.40653,2.17455
41.36969,2.13619
41.41253,2.18928
41.39258,2.17692
41.38893,2.12443
41.38842,2.16108
41.4066,2.17459
41.40661,2.15115
41.40805,2.21487
41.38359,2.15812
41.39877,2.15887
41.3724,2.1648
41.398,2.1553
41.41148,2.15896
41.37042,2.16411
41.38482,2.17795
41.37364,2.13906
41.41143,2.14856
41.39889,2.17582
41.40653,2.1746
41.39653,2.1442
41.38113,2.18897
41.38595,2.17505
41.41626,2.20149
41.3817,2.17195
41.41437,2.13927
41.3801,2.17693
41.38333,2.18095
41.41228,2.17582
41.37722,2.18944
41.37781,2.18445
41.39268,2.17214
41.39184,2.17146
41.40181,2.1761
41.38347,2.15802
41.3778,2.1582
41.3895,2.15769
41.38307,2.15518
41.39176,2.12506
41.38099,2.17213
41.40292,2.16069
41.42042,2.148
41.39183,2.16695
41.39258,2.16832
41.39282,2.16614
41.3787,2.15813
41.39086,2.18803
41.41042,2.17595
41.40697,2.16106
41.37383,2.16894
41.39318,2.15899
41.40466,2.17147
41.37195,2.16936
41.40843,2.17494
41.39096,2.16614
41.37571,2.17118
41.39076,2.17503
41.39768,2.17032
41.37793,2.15978
41.40349,2.20414
41.39169,2.1926
41.42882,2.10123
41.39993,2.16536
41.40735,2.15885
41.40399,2.15565
41.37184,2.14799
41.38512,2.17129
41.39271,2.17974
41.38184,2.15119
41.38219,2.18039
41.40508,2.15491
41.38336,2.14977
41.40502,2.20802
41.37961,2.17306
41.37555,2.16254
41.37911,2.15356
41.38545,2.18117
41.41892,2.14871
41.4055,2.17124
41.39639,2.17641
41.38416,2.18257
41.38992,2.16974
41.38203,2.18362
41.3795,2.16568
41.38268,2.15044
41.38986,2.17095
41.37374,2.15852
41.37279,2.14834
41.39213,2.16607
41.40413,2.15692
41.37973,2.17458
41.40864,2.14557
41.39144,2.16128
41.39829,2.1812
41.40002,2.1579
41.40332,2.17615
41.38921,2.15195
41.40998,2.17553
41.37733,2.17651
41.3684,2.14075
41.38734,2.18018
41.38139,2.16692
